sdo5,female,age,educ,race,favor_trump,favor_blm,favor_metoo,american_customs,race_ident,pid3,ideo5,fear_of_demographic_change,confederate_flag,presvote16
2,1,65,4,1,4,1,1,5,2,3,5,0.25,Heritage,Trump
1.5,1,55,3,1,4,3,3,4,4,3,4,0.6667,Heritage,Trump
1.75,0,58,5,1,2,3,NA,4,3,1,2,0.6667,Heritage,Clinton
2.25,0,67,6,1,1,3,3,3,3,2,2,0.5,Slavery,Clinton
2.25,0,69,3,1,3,2,2,4,3,3,4,0.75,Heritage,Trump
1,0,64,5,1,1,4,4,1,4,1,2,0,Slavery,Clinton
1.25,0,58,5,1,1,3,3,1,3,1,2,0.1667,Slavery,Clinton
1,1,63,3,1,4,2,1,5,3,3,3,0.5833,Heritage,Trump
1,1,61,6,5,1,3,3,1,4,1,2,0.0833,Heritage,Clinton
1.75,0,42,6,1,1,2,3,2,2,2,3,0.3333,Slavery,Clinton
1.25,1,56,5,1,1,3,3,1,3,1,2,0.25,Slavery,Clinton
1,1,72,3,6,4,2,1,5,2,2,3,0.75,Heritage,Trump
1,1,63,5,1,1,3,3,1,2,2,3,0.3333,Slavery,Clinton
1,0,68,5,1,1,4,4,1,3,1,2,0.25,Slavery,Clinton
2.5,0,67,2,1,4,1,1,5,2,3,4,0.75,Heritage,Trump
1,1,56,3,1,4,2,NA,5,4,3,3,1,Heritage,Trump
2,1,39,2,1,3,1,2,3,2,3,3,0.5833,Heritage,Trump
1.5,1,40,6,1,3,2,1,1,2,NA,3,0.25,Heritage,Trump
3,0,73,6,1,4,1,3,1,2,NA,5,0.8333,Heritage,Trump
2,0,40,5,1,1,3,3,5,2,2,2,0.5833,Slavery,Clinton
3.5,0,74,2,1,4,1,2,5,2,2,4,0.9167,Heritage,Trump
3.25,1,51,3,1,4,1,1,5,3,3,4,0.6667,Heritage,Trump
3.75,1,56,5,1,3,1,1,5,3,3,4,0.6667,Heritage,Did not vote
1.75,0,65,4,1,1,3,4,1,1,1,2,0.25,Slavery,Clinton
2.5,1,42,5,1,1,2,3,2,2,1,2,0.25,Slavery,Clinton
2,0,65,2,1,1,NA,NA,1,3,1,4,0.5833,Heritage,Clinton
1.5,1,68,5,1,1,4,4,1,3,1,2,0.0833,Slavery,Clinton
3,0,59,6,1,4,NA,1,4,4,3,4,0.6667,Heritage,Trump
1.25,1,24,5,4,1,4,3,1,3,1,2,0.0833,Slavery,Clinton
4.25,1,69,6,1,1,3,3,1,2,1,1,0.0833,Slavery,Clinton
1,1,39,3,2,1,NA,NA,1,4,1,3,0,Slavery,Clinton
3,1,32,3,1,4,3,NA,3,1,3,5,0.6667,NA,Trump
1.25,1,74,5,1,4,1,NA,4,3,3,5,0.5,Heritage,Trump
2.5,0,71,6,1,4,1,1,4,3,NA,4,0.6667,Heritage,Johnson
1.5,1,65,2,1,4,NA,NA,4,3,3,3,0.5,Heritage,Trump
1.75,1,39,5,2,1,3,3,3,4,1,NA,0.4167,Slavery,Clinton
2.5,0,69,5,1,1,3,3,3,3,2,3,0.25,Heritage,Clinton
2,0,75,5,1,4,1,1,4,3,3,4,0.4167,Heritage,Trump
1.5,0,54,3,1,1,2,2,2,3,1,3,0.0833,Heritage,Clinton
1,0,67,5,1,1,4,4,1,3,1,1,0,Slavery,Clinton
1.25,0,71,3,1,4,1,3,4,2,3,4,0.4167,Heritage,Trump
1.5,1,54,2,1,4,2,2,4,3,3,5,0.4167,Heritage,Trump
2.75,0,74,6,1,1,4,3,1,1,1,1,0,Slavery,Clinton
2.5,0,51,5,1,4,1,1,NA,1,3,4,0.3333,Heritage,Trump
2,1,58,2,1,4,1,2,4,3,3,5,0.1667,Heritage,Trump
1.75,1,63,2,1,4,1,NA,5,3,1,NA,0.8333,Heritage,Trump
3.75,1,69,5,1,4,1,1,5,3,3,5,0.6667,Heritage,Trump
1.75,1,86,6,1,1,3,3,4,4,1,1,0.25,Slavery,Clinton
1.75,0,72,6,1,1,3,3,3,3,2,2,0.4167,Slavery,Clinton
1,1,50,6,1,1,2,4,2,3,2,2,0.3333,Slavery,Other
3.5,1,67,1,1,3,1,1,4,2,3,4,0.75,Heritage,Did not vote
1.75,1,69,5,1,3,3,2,4,3,2,3,0.3333,Heritage,Trump
3,1,72,5,1,3,1,NA,5,2,2,3,0.8333,Heritage,Trump
1,0,78,5,1,1,4,4,1,2,1,1,0.0833,Slavery,Clinton
1.5,1,74,3,1,4,1,1,5,2,3,5,0.9167,Heritage,Trump
2.75,1,72,2,1,4,2,2,3,3,3,5,0.6667,Heritage,Trump
1.75,1,66,5,1,4,1,3,4,3,3,4,0.5,Heritage,Trump
2,0,73,5,1,3,1,1,5,4,2,4,0.4167,Heritage,Trump
3,1,69,2,1,4,1,2,4,2,2,4,0.5833,Heritage,Trump
2.5,1,40,3,1,4,1,2,4,4,3,4,0.25,Slavery,Trump
1,1,72,5,1,1,4,4,1,2,1,1,0,Slavery,Clinton
1.25,1,26,3,3,1,4,4,1,3,2,2,0,Slavery,Clinton
2.25,1,67,5,1,3,1,1,5,4,2,4,0.8333,Heritage,Trump
2.5,1,57,6,1,4,1,1,2,2,3,4,0.5,Heritage,Did not vote
1,0,64,5,1,1,4,4,1,1,NA,1,0.0833,Slavery,Other
1,1,74,3,2,3,NA,NA,4,4,3,3,0.4167,Slavery,Trump
1,1,33,3,1,1,4,4,1,2,NA,1,0.5,Slavery,Clinton
1.25,0,59,5,7,4,1,1,4,1,2,4,0.8333,Heritage,Trump
3.5,1,35,3,2,1,4,3,1,3,1,3,0,Slavery,Clinton
1,0,56,5,1,1,3,3,2,2,2,3,0.1667,Slavery,Clinton
3.5,0,75,5,1,4,1,3,5,1,2,4,0.9167,Heritage,Trump
1,1,43,5,1,1,4,4,1,1,1,2,0.1667,Slavery,Clinton
2,0,71,5,1,4,1,2,4,3,3,4,0.6667,Heritage,Trump
2.5,1,68,2,1,3,1,1,5,3,3,4,0.75,Heritage,Trump
2.75,0,73,3,1,4,1,4,2,2,3,5,0.5,Heritage,Trump
1,1,54,3,1,2,NA,3,3,3,3,3,0.5,Heritage,Clinton
2,0,70,3,1,4,4,4,1,1,1,1,0.0833,Heritage,Clinton
1,0,42,2,1,4,4,4,1,4,1,2,0,NA,Clinton
3,1,54,2,1,4,1,1,5,4,3,4,0.5833,Heritage,Trump
2.75,0,76,3,1,4,3,3,4,2,3,5,0.4167,Heritage,Trump
1,1,62,3,1,1,4,4,1,1,1,1,0.0833,Slavery,Clinton
1,1,68,5,1,1,3,2,2,3,1,3,0.5,Heritage,Clinton
1.25,1,31,5,1,1,NA,4,1,3,2,1,0,Slavery,Clinton
1.5,1,60,6,1,1,3,3,1,2,2,2,0.3333,Slavery,Clinton
1.5,1,54,5,6,1,4,4,1,2,2,NA,0.0833,Slavery,Clinton
1.75,0,73,6,1,4,1,1,5,3,3,4,0.25,Heritage,Trump
3,1,33,1,1,NA,NA,NA,3,3,NA,NA,0.5,Heritage,Clinton
1.5,1,38,5,1,1,3,4,1,2,1,2,0.25,Slavery,Clinton
3.5,1,87,2,1,1,4,4,3,1,2,3,0.4167,Slavery,Clinton
1.75,0,66,4,1,3,3,4,1,3,1,3,0.25,Slavery,Johnson
1.25,1,46,6,1,1,NA,3,3,2,1,1,0.1667,Slavery,Clinton
2,1,34,5,1,3,2,3,4,3,3,4,0.0833,Heritage,Trump
3,1,56,5,1,4,3,1,5,4,3,5,0.5833,Heritage,Trump
1.25,1,47,5,1,1,4,4,1,2,1,1,0,Slavery,Clinton
1,1,79,5,1,1,3,4,1,3,1,2,0.1667,Slavery,Clinton
1.25,0,57,5,1,3,1,1,3,2,2,3,0.25,NA,Trump
1,1,44,6,3,4,3,4,1,3,1,3,0.3333,Slavery,Clinton
2,1,20,3,3,1,NA,3,1,3,1,2,0.4167,Slavery,Johnson
1,1,74,5,1,1,3,3,1,3,1,1,0.3333,Slavery,Clinton
1.25,0,60,6,4,1,3,3,1,4,2,3,0.0833,Slavery,Clinton
3,1,49,2,1,4,1,1,5,3,3,4,0.3333,NA,Trump
1,0,30,3,1,1,4,4,NA,1,2,1,0,Slavery,Other
1,1,29,5,1,1,4,4,1,1,1,1,0.1667,Slavery,Clinton
2,1,85,2,1,4,2,2,4,2,3,4,0.6667,NA,Trump
1,1,63,3,1,1,3,4,2,3,1,1,0.5,NA,Clinton
1.25,0,71,6,1,1,3,3,2,2,1,2,0.4167,Slavery,Clinton
1.5,1,58,2,1,4,1,NA,5,3,2,5,0.9167,Heritage,Trump
1.75,1,21,3,1,3,2,4,4,2,2,4,0.5,Heritage,Trump
2.5,1,51,2,1,4,2,1,5,2,3,5,0.75,Heritage,Trump
1,1,64,3,2,1,4,4,1,4,1,2,0.3333,Slavery,Other
2.5,0,29,3,1,3,1,2,4,1,3,4,0.6667,Heritage,Trump
3,1,31,2,1,4,1,1,NA,2,3,NA,0.1667,Heritage,Trump
1,1,72,2,1,1,4,4,1,1,1,2,0.25,Slavery,Did not vote
3.75,1,71,3,1,4,1,1,5,2,3,4,0.6667,Heritage,Trump
1.25,0,40,2,1,3,2,3,NA,1,3,4,0.0833,Heritage,Did not vote
1.5,1,36,4,1,1,4,4,1,2,1,3,0.3333,Slavery,Clinton
2,1,33,2,1,4,1,NA,1,4,3,5,0.1667,Heritage,Trump
1.75,1,28,1,1,3,4,3,4,4,1,4,0.5833,Heritage,Did not vote
1,1,69,3,1,1,2,4,2,1,1,2,0.1667,Slavery,Clinton
2.25,1,53,4,1,3,2,2,4,3,3,5,0.6667,Heritage,Trump
1,1,65,3,1,1,3,4,1,1,NA,1,0.25,Slavery,Stein
2.75,1,54,4,1,4,1,1,5,2,3,3,0.5,Heritage,Trump
2.75,1,65,3,1,4,3,NA,5,3,3,5,1,Heritage,Trump
2,1,64,4,1,1,4,4,1,1,NA,1,0.0833,Slavery,Clinton
1,1,42,4,1,1,3,4,3,1,1,1,0.1667,Slavery,Clinton
1,0,19,2,1,1,3,3,1,1,1,1,0,Slavery,Did not vote
1,1,63,4,7,1,3,3,1,1,2,3,0,Slavery,Other
3,1,53,2,1,4,3,3,3,3,3,3,0.5,Heritage,Trump
2.25,1,56,3,1,4,1,1,4,2,3,4,0.5833,Heritage,Trump
2.75,1,51,4,1,4,3,NA,4,3,3,3,0.6667,Heritage,Trump
2.75,1,32,3,7,4,1,1,5,2,3,5,0.75,Heritage,Trump
2.5,1,36,5,3,4,2,1,4,2,2,4,0.5,Heritage,Johnson
3,1,55,3,1,4,1,2,5,1,2,4,0.5,Heritage,Trump
2.25,1,68,3,1,4,4,4,5,2,3,5,0.6667,Heritage,Trump
1,1,41,2,1,1,3,3,1,1,2,2,0.0833,Slavery,Did not vote
1,1,19,3,1,1,3,4,1,2,1,2,0.1667,Slavery,Did not vote
1,1,48,3,1,1,3,3,1,1,NA,2,0.1667,Slavery,Did not vote
2.5,1,52,3,1,3,2,1,4,3,3,4,0.5,Heritage,Trump
1,1,48,4,1,1,3,4,1,2,2,2,0,Slavery,Clinton
2.5,1,41,3,1,4,1,2,5,3,3,5,0.75,Heritage,Trump
2.25,1,49,5,5,1,4,4,4,4,1,1,0.4167,Slavery,Clinton
1.5,1,54,4,2,1,4,4,1,4,1,1,0.1667,Slavery,Clinton
2.5,1,34,3,1,4,4,4,1,1,1,4,0,Slavery,Clinton
3.25,1,58,4,1,4,1,2,5,4,3,5,0.75,Heritage,Trump
2.75,1,38,3,1,3,2,3,3,3,3,4,0.4167,Slavery,Trump
2.75,1,37,4,1,3,1,1,4,2,3,4,0.5,Heritage,Trump
2.75,1,50,3,1,3,1,1,3,1,2,4,0.3333,Heritage,Trump
2,1,50,3,1,4,1,2,2,3,3,5,0.4167,Heritage,Trump
1.25,1,56,4,1,1,NA,4,2,1,2,4,0.25,Heritage,Clinton
2.25,1,35,3,3,1,3,3,2,3,1,1,0.3333,Slavery,Clinton
3,1,45,4,1,4,1,1,4,2,3,5,0.9167,Heritage,Trump
1.5,1,51,4,6,1,4,3,3,4,1,2,0,Heritage,Clinton
1,1,46,6,6,1,3,NA,1,1,1,1,0,NA,Clinton
1,0,37,3,1,1,3,4,2,2,1,1,0.3333,Slavery,Clinton
1,1,61,3,1,4,1,1,5,2,3,5,0.5,Heritage,Trump
1,1,50,5,2,1,3,3,1,2,1,2,0,Slavery,Clinton
1.5,1,52,2,1,1,3,3,1,2,NA,2,0,Slavery,Other
1,1,58,2,1,4,1,2,4,2,2,3,0.25,Heritage,Trump
3,1,61,2,1,4,1,1,5,2,3,4,0.6667,Heritage,Trump
2.75,1,51,3,1,4,1,2,5,NA,3,5,0.75,Heritage,Trump
1,1,52,4,1,4,1,1,NA,2,NA,4,0.4167,Heritage,Trump
2,1,58,2,1,4,1,1,5,2,3,5,0.5833,Heritage,Trump
1,0,43,6,6,1,3,3,1,3,2,3,0,Slavery,Clinton
1,0,40,3,1,1,4,3,1,2,NA,1,0.0833,Slavery,Clinton
3,1,65,4,1,1,2,NA,5,3,1,3,0.5833,Heritage,Clinton
1,1,55,3,1,1,4,4,1,1,2,1,0.3333,Slavery,Stein
1,1,34,5,6,1,4,4,1,4,1,1,0,Slavery,Clinton
1,1,37,5,3,1,4,4,1,4,1,2,0.1667,Slavery,Clinton
1,1,48,3,1,1,4,4,1,1,NA,1,0.0833,Slavery,Stein
1,1,35,3,1,1,3,4,1,1,1,1,0.1667,Slavery,Clinton
1.25,1,64,3,1,4,2,2,4,2,3,5,0.6667,Heritage,Trump
1.5,1,41,4,1,1,3,3,1,2,2,3,0.4167,Slavery,Clinton
1,1,36,3,1,1,3,3,1,2,2,3,0.0833,NA,Johnson
1.5,1,47,2,1,2,2,NA,4,2,1,3,0.6667,Heritage,Trump
3.5,1,63,3,1,3,2,1,5,1,3,5,0.5833,Heritage,Trump
1,1,31,3,1,NA,2,2,1,2,2,3,0.25,Slavery,Johnson
1,1,58,3,1,1,3,NA,1,2,2,3,0.3333,Slavery,Clinton
2,1,54,4,1,3,1,1,1,3,2,4,0.6667,Slavery,Trump
1,1,53,4,1,1,2,3,4,3,3,3,0.5833,Heritage,Trump
1,0,30,4,1,1,3,4,1,2,NA,3,0.0833,Slavery,McMullin
3,1,40,2,1,4,NA,4,3,4,3,5,0.5,Heritage,Did not vote
1.75,1,41,5,3,1,2,4,1,4,1,2,0.5833,Slavery,Clinton
4,1,36,3,1,1,2,NA,5,3,3,3,1,Heritage,Trump
1,1,41,4,6,1,4,4,1,3,1,1,0,Slavery,Did not vote
1.5,1,41,3,1,1,2,3,5,4,1,1,0.6667,Slavery,Clinton
3,1,48,3,1,NA,NA,3,4,4,3,NA,0.6667,NA,Trump
3,0,39,2,1,4,1,1,5,1,2,4,1,Heritage,Trump
3,1,53,3,1,4,1,1,4,2,3,5,0.75,Heritage,Trump
2.5,1,58,2,1,4,2,2,4,3,NA,5,0.5833,Heritage,Trump
1.25,1,19,3,3,1,4,4,1,4,1,2,0,Slavery,Did not vote
2.25,1,57,1,1,1,2,2,2,3,1,2,0.6667,Heritage,Clinton
1,1,35,4,1,3,3,2,1,1,NA,3,0,Heritage,Trump
1,1,64,4,1,1,NA,4,1,3,1,2,0.1667,Slavery,Clinton
3.75,1,45,3,1,3,1,1,5,3,3,3,0.75,Heritage,Trump
1.5,1,64,4,1,1,3,4,4,4,1,4,0.5833,Slavery,Other
2,0,31,3,1,1,3,3,2,2,1,3,0.4167,Slavery,Clinton
4.5,1,34,3,1,4,1,1,4,2,2,5,0.5,Heritage,Trump
1.25,1,39,3,1,1,3,4,2,3,1,2,0.4167,NA,Clinton
2.25,1,51,3,1,3,1,1,5,1,3,3,0.6667,Heritage,Trump
1,1,47,3,1,2,2,2,4,3,3,4,0.5,NA,Trump
2,1,54,5,4,4,3,1,2,4,3,5,0.3333,Heritage,Trump
1,1,35,4,1,1,3,4,2,4,1,2,0.0833,Slavery,Clinton
1,1,47,5,2,1,4,4,1,4,1,3,0.4167,Slavery,Clinton
3,1,55,2,1,3,1,1,5,2,3,4,0.75,Heritage,Trump
2,0,37,4,1,4,1,1,4,3,3,4,0.25,Heritage,Trump
3,1,34,4,1,3,1,NA,3,3,NA,4,0.4167,NA,Trump
3,1,32,3,1,NA,NA,NA,3,3,NA,3,0.5,NA,Clinton
2,1,32,3,1,4,2,1,4,2,3,5,0.5833,Heritage,Trump
3,1,37,4,3,NA,NA,NA,5,4,1,1,0.6667,NA,Clinton
1,1,20,3,4,1,4,4,1,3,1,1,0,Slavery,Clinton
2.25,1,37,4,1,1,2,2,2,3,1,3,0.5,Heritage,Clinton
1,1,48,3,1,1,4,4,1,1,1,2,0.25,Slavery,Clinton
2.75,1,34,2,1,NA,NA,NA,NA,2,3,4,0.1667,Heritage,Trump
3,1,39,3,2,1,1,NA,4,3,3,4,0,Heritage,Trump
1,1,54,3,1,1,4,4,1,4,1,1,0.0833,Slavery,Did not vote
1.75,1,57,3,1,1,2,3,2,2,2,3,0.3333,Slavery,Clinton
1.75,1,48,2,1,4,2,2,5,2,3,5,0.6667,Heritage,Did not vote
2,1,54,6,2,NA,3,3,4,2,1,2,0.5,Slavery,Clinton
4,1,43,3,1,2,1,1,5,2,2,4,0.8333,Heritage,Trump
2.75,1,34,3,1,4,2,1,5,3,2,NA,0.5833,Heritage,Trump
1,1,19,3,1,1,4,4,1,3,2,1,0.1667,Slavery,Did not vote
1.25,1,35,3,1,1,3,NA,1,2,2,2,0.4167,Slavery,Clinton
1,1,43,4,1,1,3,3,2,3,1,1,0.0833,Slavery,Clinton
3.5,1,52,6,7,4,1,1,5,1,NA,5,0.75,Heritage,Trump
2.25,1,32,4,2,1,4,3,2,4,1,2,0.5,Heritage,Clinton
2.5,1,53,3,1,3,1,NA,4,3,3,3,0.6667,Heritage,Johnson
1,0,35,3,1,1,4,4,1,1,1,1,0,Slavery,Clinton
1,1,57,2,1,1,4,4,1,2,1,2,0.5833,Slavery,Clinton
1.25,1,43,6,6,1,4,3,1,4,2,1,0.1667,Slavery,Clinton
3.5,0,40,3,1,2,1,1,4,1,NA,5,0.5,Heritage,McMullin
2.75,1,41,3,6,3,2,NA,3,2,2,4,0.4167,Slavery,Johnson
1,1,39,3,6,1,3,3,3,4,1,2,0.0833,Slavery,Stein
2,1,61,4,1,2,3,3,5,3,3,4,0.5,Heritage,Trump
1,1,50,5,6,1,4,4,1,4,1,1,0.1667,Slavery,Clinton
2.75,1,36,2,1,2,1,4,3,1,3,3,0.5,Heritage,Trump
2.5,1,46,5,4,4,1,3,1,4,2,3,0,Heritage,Trump
1.25,1,40,1,1,1,3,3,2,1,1,3,0.0833,Slavery,Clinton
2.5,1,49,4,1,4,1,1,1,2,3,4,0.5,Heritage,Trump
2.25,1,62,3,1,4,1,2,5,3,3,3,0.9167,Heritage,Trump
2.25,1,52,2,1,4,1,1,5,2,2,5,0.6667,Heritage,Trump
2.25,1,39,3,1,3,3,2,2,2,2,3,0.4167,Heritage,Trump
1.25,1,56,4,1,1,3,3,2,3,1,2,0.3333,Slavery,Clinton
3,1,62,1,1,3,1,NA,3,3,NA,NA,0.5,NA,Trump
1.25,1,53,4,1,4,1,1,3,2,3,5,0.5833,Heritage,Trump
3,1,48,2,2,1,3,3,3,1,1,2,0.5833,NA,Clinton
3.75,1,56,3,1,3,2,2,2,1,NA,NA,0.3333,Heritage,Trump
1.75,1,47,3,1,1,1,1,3,1,2,3,0.5,Heritage,Did not vote
3.5,0,27,5,3,4,1,1,5,3,3,5,1,Heritage,Trump
2,1,33,3,1,1,4,4,2,3,1,3,0,Slavery,Clinton
3,1,44,2,1,3,1,1,5,3,3,4,0.8333,Heritage,Trump
2.25,1,36,2,1,1,2,2,3,2,2,3,0.1667,NA,Other
1.75,1,58,4,2,1,3,2,1,4,1,3,0.1667,Slavery,Clinton
2,1,57,3,1,3,1,NA,5,4,3,4,1,Heritage,Did not vote
2.25,1,65,4,1,4,2,1,4,2,3,5,0.5833,Heritage,Trump
1.5,0,36,3,2,2,3,1,1,4,3,4,0.0833,Slavery,Trump
3,1,32,3,1,3,NA,2,5,2,3,NA,0.5,Heritage,Trump
3,1,32,3,3,1,NA,3,2,4,NA,NA,0.25,Slavery,Clinton
1.5,1,46,2,3,1,1,1,3,3,2,3,0.3333,Heritage,Trump
1,1,30,3,1,3,1,1,5,4,NA,4,0,Heritage,Trump
1,1,44,3,1,1,4,4,1,1,1,1,0.1667,Slavery,Clinton
2,0,37,3,1,1,3,3,1,2,1,1,0.1667,Slavery,Clinton
3,1,62,2,1,4,1,1,5,3,NA,4,0.6667,Heritage,Trump
1,1,45,3,1,1,4,4,1,2,1,1,0.3333,Slavery,Clinton
1.5,1,63,3,1,1,2,3,3,3,2,3,0.3333,Slavery,Clinton
2.5,1,63,2,1,4,1,1,5,4,3,5,0.75,Heritage,Trump
2,1,61,4,1,2,1,2,5,2,2,3,0.6667,Slavery,Did not vote
2.75,1,62,3,1,4,1,2,5,1,NA,4,0.4167,Heritage,Trump
3,1,43,3,3,4,1,1,NA,4,NA,4,0,NA,Did not vote
1,1,26,3,1,NA,3,3,3,2,3,4,0.0833,Heritage,Trump
4,1,60,3,1,4,1,3,5,2,3,4,0.5,Heritage,Trump
1.5,0,43,3,2,1,NA,NA,1,4,2,2,0,Slavery,Clinton
3.25,1,58,3,1,4,1,1,5,2,3,5,0.75,Heritage,Trump
2,1,42,3,1,1,1,1,2,3,2,1,0.4167,Heritage,Clinton
1,1,64,4,1,1,3,3,1,3,1,2,0,Slavery,Clinton
3,1,32,4,3,NA,3,4,NA,4,NA,NA,0,NA,Did not vote
3,0,38,3,4,1,NA,NA,2,1,1,NA,0.25,NA,Did not vote
1.5,1,49,3,1,4,3,3,5,4,2,2,0.6667,Heritage,Trump
3.75,1,58,2,1,4,1,1,5,2,2,4,0.75,Heritage,Trump
1,1,62,3,6,1,4,4,1,4,1,1,0,Slavery,Clinton
3.25,1,65,2,1,4,1,1,5,1,1,2,0.5,Heritage,Trump
2.25,1,63,3,1,4,1,NA,5,2,NA,3,0.6667,Heritage,Trump
3.75,1,49,3,1,4,1,1,4,3,3,4,0.6667,Heritage,Trump
3,1,31,3,1,4,1,1,5,1,NA,4,0.6667,Heritage,Trump
2,1,59,3,1,3,2,2,2,3,3,4,0.3333,Heritage,Trump
3,1,58,2,1,1,2,4,NA,1,1,2,0.5,Heritage,Clinton
2.5,1,38,1,1,4,4,NA,4,3,1,2,0.4167,Heritage,Trump
1,1,30,4,1,1,3,3,2,2,1,1,0.3333,Slavery,Clinton
2.25,0,43,4,1,4,1,1,4,4,3,5,0.8333,Heritage,Trump
1,1,49,2,1,4,NA,NA,5,2,3,NA,1,Heritage,Did not vote
1.5,1,55,4,1,4,1,1,5,4,2,NA,1,Heritage,Trump
1.25,1,56,3,1,4,2,1,1,3,3,5,0.5,Heritage,Trump
2.5,1,35,3,1,4,1,1,5,4,3,4,0.9167,Heritage,Trump
3,1,61,2,7,4,1,1,5,3,3,4,0.6667,Heritage,Trump
1,1,60,3,1,1,4,4,1,2,1,2,0.0833,Slavery,Clinton
2,1,60,3,1,4,1,1,2,2,3,3,0.5,Heritage,Trump
2.5,1,37,2,1,4,1,2,4,2,3,5,0.6667,Heritage,Trump
2.5,1,60,3,1,4,2,1,4,3,3,5,0.5833,Heritage,McMullin
2.75,1,58,4,1,3,3,NA,4,1,1,2,0.5833,Heritage,Trump
2.75,1,47,3,1,3,3,3,4,4,3,2,0.5833,Heritage,Did not vote
2.75,0,40,2,1,4,1,NA,5,1,3,4,0,Heritage,Trump
1,1,62,3,1,1,4,4,1,2,1,2,0.25,Slavery,Clinton
3,1,31,3,1,1,2,2,3,2,NA,NA,0.5,NA,Did not vote
1,1,44,2,1,1,3,3,2,2,1,2,0.4167,Slavery,Clinton
4,1,62,2,1,4,1,1,5,4,3,5,1,Heritage,Trump
1,1,64,4,1,1,3,4,1,2,2,1,0,Slavery,Clinton
2,1,38,4,1,1,2,3,1,1,1,3,0.25,Heritage,Clinton
2.75,1,63,3,1,4,1,3,1,1,3,2,0.4167,Heritage,Trump
2.25,0,24,3,1,4,2,2,5,1,3,5,0.9167,Heritage,McMullin
2.25,1,29,4,3,1,4,4,1,2,NA,2,0.1667,Slavery,Other
2,1,64,2,1,1,NA,NA,5,4,1,3,0.75,Heritage,Clinton
1,0,33,4,1,1,3,3,1,2,2,1,0.1667,Slavery,Stein
2.5,0,42,3,1,3,1,1,4,1,3,4,0.9167,Heritage,Trump
2,1,58,2,3,NA,4,4,3,4,1,3,0.5,Slavery,Clinton
1.25,1,31,2,1,3,1,NA,4,2,1,3,0.5833,Heritage,Did not vote
1.5,1,35,3,2,1,4,4,1,4,1,2,0.0833,Slavery,Clinton
2,0,40,3,1,1,3,3,1,4,1,3,0,Heritage,Clinton
1.5,1,28,3,2,1,4,2,1,4,1,2,0,Slavery,Clinton
1.5,1,59,3,7,1,3,3,1,3,2,3,0.25,Heritage,Clinton
3,1,59,3,7,4,2,2,5,1,2,4,0.5,Heritage,Trump
3,1,38,2,3,NA,NA,NA,NA,4,1,NA,0,NA,Did not vote
4,1,43,2,1,3,1,1,5,3,3,4,1,Heritage,Trump
3.75,1,31,2,1,4,1,1,4,3,3,4,0.6667,Heritage,Trump
1,1,44,2,3,1,NA,NA,NA,4,1,4,0,Heritage,Clinton
1,1,59,3,2,2,4,4,4,4,1,3,0.5,Heritage,Clinton
3.75,0,31,2,1,3,1,2,NA,1,2,4,0.1667,Heritage,Trump
1,1,30,3,1,1,3,4,1,1,2,2,0,Slavery,Clinton
1.5,1,48,2,1,4,1,1,3,4,3,5,0.4167,NA,Trump
1.75,0,29,3,6,2,1,1,4,3,2,2,0.5,Heritage,Trump
1,1,39,2,3,1,4,4,1,4,1,3,0.1667,Slavery,Clinton
1.25,1,59,4,5,4,1,1,4,3,3,5,0.5,Heritage,Trump
1.25,1,57,4,1,1,3,4,1,2,2,2,0.3333,Slavery,Clinton
1.75,1,56,3,4,4,1,1,5,3,3,5,0.4167,Heritage,Did not vote
2.75,1,50,3,7,3,NA,NA,3,3,NA,NA,0.5,Heritage,Did not vote
3,1,55,3,6,4,1,1,5,2,2,3,0.5833,Heritage,Trump
3,1,41,6,3,1,2,4,1,3,1,2,0.1667,Slavery,Clinton
1.25,1,57,2,1,3,1,1,5,2,2,4,0.6667,Heritage,Trump
2.75,1,44,2,1,1,1,3,4,3,1,3,0.5833,Slavery,Other
2,1,41,2,1,2,4,NA,1,4,1,5,0.3333,Heritage,Did not vote
1,1,61,4,3,1,4,4,2,4,1,1,0,Slavery,Clinton
1,0,82,5,1,1,4,3,4,2,2,2,0,Slavery,Clinton
1,1,59,4,1,1,4,4,2,2,1,2,0.3333,Slavery,Clinton
1,1,75,5,1,1,4,4,1,2,1,3,0.0833,Heritage,Clinton
1,1,24,5,1,1,3,4,1,2,2,2,0,Slavery,McMullin
3.5,0,87,5,1,4,1,2,5,3,3,5,0.75,Heritage,Trump
1,1,69,6,1,1,3,4,1,2,1,1,0,Slavery,Clinton
1,1,76,6,1,1,4,4,2,3,1,2,0.1667,Slavery,Clinton
3,1,34,5,1,3,NA,NA,3,2,3,4,0.6667,Heritage,Trump
1.25,1,48,6,1,1,3,3,3,2,1,2,0.25,Slavery,Clinton
1,1,70,5,1,1,3,3,1,1,1,2,0.1667,Slavery,Clinton
1.25,1,72,5,1,1,3,4,1,3,1,2,0.1667,Heritage,Clinton
3,1,66,4,1,4,1,2,5,1,3,5,0.5833,Heritage,Trump
2.25,1,65,5,1,3,2,2,4,NA,3,4,0.5833,Heritage,Trump
1.75,1,71,3,1,4,1,1,2,2,2,4,0.8333,Heritage,Trump
2.25,1,79,6,1,1,3,4,4,4,1,3,0.5,Heritage,Clinton
1.25,1,71,4,1,1,3,4,1,3,1,2,0,Slavery,Clinton
1.5,0,82,5,1,1,3,4,3,3,2,3,0.4167,Slavery,Clinton
